Name,Year,Sex,Sport,NOC,Medal
Clemente Russo,2012,M,Boxing,ITA,1
Christine Margaret Sinclair,2012,F,Football,CAN,1
Christophe Alexandre Christian Lematre,2012,M,Athletics,FRA,1
Clarissa Kyoko Mei Ling Chun,2012,F,Wrestling,USA,1
Claressa Maria Shields,2012,F,Boxing,USA,1
Clara Basiana Caellas,2012,F,Synchronized Swimming,ESP,1
Claire Christine Donahue,2012,F,Swimming,USA,1
Cian O'Connor,2012,M,Equestrianism,IRL,1
Christopher Zeller,2012,M,Hockey,GER,1
Christopher Wesley,2012,M,Hockey,GER,1
"Christopher Roger ""Chris"" Bartley",2012,M,Rowing,GBR,1
Yannick Agnel,2012,M,Swimming,FRA,3
"Christopher Emmanuel ""Chris"" Paul",2012,M,Basketball,USA,1
"Christopher Deon ""Chris"" Brown",2012,M,Athletics,BAH,1
Yarisley Silva Rodrguez,2012,F,Athletics,CUB,1
"Christopher Clive ""Chris"" Froome",2012,M,Cycling,GBR,1
Yasnier Toledo Lpez,2012,M,Boxing,CUB,1
"Christopher Andrew ""Chris"" Hoy",2012,M,Cycling,GBR,2
"Christopher ""Chris"" Morgan",2012,M,Rowing,AUS,1
"Christopher ""Chris"" Ciriello",2012,M,Hockey,AUS,1
Christinna Pedersen,2012,F,Badminton,DEN,1
Choi Byeong-Cheol,2012,M,Fencing,KOR,1
Danell Johan Leyva Gonzalez,2012,M,Gymnastics,USA,1
Daniel Havel,2012,M,Canoeing,CZE,1
Destinee Dante Hooker,2012,F,Volleyball,USA,1
Desiree Rose Marie Scott,2012,F,Football,CAN,1
Deron Michael Williams,2012,M,Basketball,USA,1
Derek Drouin,2012,M,Athletics,CAN,1
Deon Christopher Lendore,2012,M,Athletics,TTO,1
Denys Yuriyovych Berinchyk,2012,M,Boxing,UKR,1
Denis Mikhaylovich Ablyazin,2012,M,Gymnastics,RUS,2
Denis Igorevich Tsargush,2012,M,Wrestling,RUS,1
Denis Bunti,2012,M,Handball,CRO,1
Deni Fiorentini,2012,M,Water Polo,ITA,1
Wilson Kipsang Kiprotich,2012,M,Athletics,KEN,1
Deng Linlin,2012,F,Gymnastics,CHN,1
Demetrius Rashad Pinder,2012,M,Athletics,BAH,1
Delphine Jeanine Annie Racinet-Reau,2012,F,Shooting,FRA,1
Delfina Merino,2012,F,Hockey,ARG,1
Dejen Gebremeskel,2012,M,Athletics,ETH,1
"De'Hashia Tonnek ""DeeDee"" Trotter",2012,F,Athletics,USA,2
Diamond Brittany Dixon,2012,F,Athletics,USA,1
"Dawn Harper (-Everhart, -Nelson)",2012,F,Athletics,USA,1
Diana Beverly Matheson,2012,F,Football,CAN,1
Diana Lurena Taurasi,2012,F,Basketball,USA,1
Dniel Pauman,2012,M,Canoeing,HUN,1
Dniel Gyurta,2012,M,Swimming,HUN,1
Dmitry Sergeyevich Ilyinykh,2012,M,Volleyball,RUS,1
Dmitry Grigoryevich Khvostov,2012,M,Basketball,RUS,1
Dmitry Arkadyevich Ushakov,2012,M,Trampolining,RUS,1
Dmitry Aleksandrovich Musersky,2012,M,Volleyball,RUS,1
Dirk Schrade,2012,M,Equestrianism,GER,1
Ding Ning,2012,F,Table Tennis,CHN,2
Ding Feng,2012,M,Shooting,CHN,1
William Speed Lane Fox-Pitt,2012,M,Equestrianism,GBR,1
"William Spencer ""Will"" Satch",2012,M,Rowing,GBR,1
Dimitrij Ovtcharov,2012,M,Table Tennis,GER,2
Dimitri Peters,2012,M,Judo,GER,1
Diego Occhiuzzi,2012,M,Fencing,ITA,2
Diego Antonio Reyes Rosales,2012,M,Football,MEX,1
Didier Dominique Dinart,2012,M,Handball,FRA,1
Diana Maria Chelaru,2012,F,Gymnastics,ROU,1
Diana Laura Bulimar,2012,F,Gymnastics,ROU,1
Xetaq Qazyumov,2012,M,Wrestling,AZE,1
Davit Modzmanashvili,2012,M,Wrestling,GEO,1
Davis Edward Tarwater,2012,M,Swimming,USA,1
Wu Jingbiao,2012,M,Weightlifting,CHN,1
Daniyal Magomedovich Gadzhiyev,2012,M,Wrestling,KAZ,1
Wu Jingyu,2012,F,Taekwondo,CHN,1
Danilo Luiz da Silva,2012,M,Football,BRA,1
"Danila Sergeyevich ""Dan"" Izotov",2012,M,Swimming,RUS,1
Wu Minxia,2012,F,Diving,CHN,2
Danijel Premu,2012,M,Water Polo,ITA,1
Danielle Raquel Scott-Arruda,2012,F,Volleyball,USA,1
Wu Yiwen,2012,F,Synchronized Swimming,CHN,1
"Danielle ""Dani"" Rodrigues Lins",2012,F,Volleyball,BRA,1
"Danielle ""Dani"" King (-Rowe)",2012,F,Cycling,GBR,1
Daniele Cristoforo Molmenti,2012,M,Canoeing,ITA,1
"Daniela Lucia ""Dani"" Sruoga",2012,F,Hockey,ARG,1
Daniel Scott Purvis,2012,M,Gymnastics,GBR,1
Daniel Noonan,2012,M,Rowing,AUS,1
Daniel Narcisse,2012,M,Handball,FRA,1
Xavier Barachet,2012,M,Handball,FRA,1
Danka Bartekov,2012,F,Shooting,SVK,1
"Davit ""Dato"" Marsagishvili",2012,M,Wrestling,GEO,1
Dante Boninfante,2012,M,Volleyball,ITA,1
Wouter Jolie,2012,M,Hockey,NED,1
David ain,2012,M,Rowing,CRO,1
David Valeryevich Ayrapetyan,2012,M,Boxing,RUS,1
David Svoboda,2012,M,Modern Pentathlon,CZE,1
David Storl,2012,M,Athletics,GER,1
David Lekuta Rudisha,2012,M,Athletics,KEN,1
David Florence,2012,M,Canoeing,GBR,1
David Cal Figueroa,2012,M,Canoeing,ESP,1
David Alasdair Boudia,2012,M,Diving,USA,2
"David ""Dave"" Smith",2012,M,Canoeing,AUS,1
Darya Vitalyevna Pishchalnikova,2012,F,Athletics,RUS,1
Darya Sergeyevna Korobova,2012,F,Synchronized Swimming,RUS,1
Darya Andreyevna Dmitriyeva,2012,F,Rhythmic Gymnastics,RUS,1
Darvin Francisco Chvez Ramrez,2012,M,Football,MEX,1
Darcy Marquardt,2012,F,Rowing,CAN,1
Daouda Karabou,2012,M,Handball,FRA,1
Won Wu-Yeong,2012,M,Fencing,KOR,1
Danuta Kozk,2012,F,Canoeing,HUN,2
Dante Guimares Santos do Amaral,2012,M,Volleyball,BRA,1
Vasily Aleksandrovich Mosin,2012,M,Shooting,RUS,1
Karsten Forsterling,2012,M,Rowing,AUS,1
Miguel ngel Ponce Briseo,2012,M,Football,MEX,1
Ranomi Kromowidjojo,2012,F,Swimming,NED,3
Tian Qing,2012,F,Badminton,CHN,1
Ramzy Al-Duhami,2012,M,Equestrianism,KSA,1
Marcel Gerard Balkestein,2012,M,Hockey,NED,1
Ramon Salomon Miller,2012,M,Athletics,BAH,1
Marcel Van Minh Phuc Long Nguyen,2012,M,Gymnastics,GER,2
Marcelo Vieira da Silva Jnior,2012,M,Football,BRA,1
Ral Alonso Jimnez Rodrguez,2012,M,Football,MEX,1
Marco Aurelio Fontana,2012,M,Cycling,ITA,1
Rajmond Debevec,2012,M,Shooting,SLO,1
Rafael Pereira da Silva,2012,M,Football,BRA,1
Marco Galiazzo,2012,M,Archery,ITA,1
Marco Jhonfai Fabin de la Mora,2012,M,Football,MEX,1
Rafael Carlos da Silva,2012,M,Judo,BRA,1
Raphael Marcel Holzdeppe,2012,M,Athletics,GER,1
Radmila Miljani-Petrovi,2012,F,Handball,MNE,1
Rachel Marie Buehler (-Van Hollebeke),2012,F,Football,USA,1
Rachel Kristine Bootsma,2012,F,Swimming,USA,1
Margalida Cresp Jaume,2012,F,Synchronized Swimming,ESP,1
Rachel Jarry,2012,F,Basketball,AUS,1
"Margaret Ann ""Maggie"" Steffens",2012,F,Water Polo,USA,1
Qiu Bo,2012,M,Diving,CHN,1
Qin Kai,2012,M,Diving,CHN,2
Stephen Kiprotich,2012,M,Athletics,UGA,1
Margaux Farrell,2012,F,Swimming,FRA,1
Margot van Geffen,2012,F,Hockey,NED,1
Qieyang Shenjie,2012,F,Athletics,CHN,1
Pter Mdos,2012,M,Wrestling,HUN,1
Maria Valentina Vezzali,2012,F,Fencing,ITA,2
Mariana Avitia Martnez,2012,F,Archery,MEX,1
Rachelle De Jong-Viinberg,2012,F,Rowing,CAN,1
Tianna Madison-Bartoletta,2012,F,Athletics,USA,1
Tiberiu Alexandru Dolniceanu,2012,M,Fencing,ROU,1
Rare Dumitrescu,2012,M,Fencing,ROU,1
Mana Iwabuchi,2012,F,Football,JPN,1
Timo Boll,2012,M,Table Tennis,GER,1
Mangte Chungneijang Mary Kom,2012,F,Boxing,IND,1
Ren Hayakawa,2012,F,Archery,JPN,1
Tim Grohmann,2012,M,Rowing,GER,1
Tim Antonius Jenniskens,2012,M,Hockey,NED,1
Mansur Mustafayevich Isayev,2012,M,Judo,RUS,1
Manteo Mitchell,2012,M,Athletics,USA,1
Ren Enders,2012,M,Cycling,GER,1
Ren Cancan,2012,F,Boxing,CHN,1
Reika Kakiiwa,2012,F,Badminton,JPN,1
Manuchar Tskhadaia,2012,M,Wrestling,GEO,1
Reda Abdalaati Iguider,2012,M,Athletics,MAR,1
Rebecca Soni,2012,F,Swimming,USA,3
Manuel trlek,2012,M,Handball,CRO,1
"Mara Florencia ""Flor"" Mutio",2012,F,Hockey,ARG,1
Rebecca Scown,2012,F,Rowing,NZL,1
Marc James Ryan,2012,M,Cycling,NZL,1
Marc Gasol Sez,2012,M,Basketball,ESP,1
Rasmus Nicolai Quist Hansen,2012,M,Rowing,DEN,1
Marc Francis Houtzager,2012,M,Equestrianism,NED,1
Marc Burns,2012,M,Athletics,TTO,1
Rasmus Paul Myrgren,2012,M,Sailing,SWE,1
Mariana Pajn Londoo,2012,F,Cycling,COL,1
Mara del Rosario Espinoza Espinoza,2012,F,Taekwondo,MEX,1
Mara del Pilar Pea Carrasco,2012,F,Water Polo,ESP,1
"Mara del Carmen ""Maica"" Garca Godoy",2012,F,Water Polo,ESP,1
Mara Silvina D'Elia,2012,F,Hockey,ARG,1
Mara Noel Barrionuevo,2012,F,Hockey,ARG,1
"Rebecca Elizabeth ""Becky"" Sauerbrunn",2012,F,Football,USA,1
"Mara Josefina ""Jose"" Sruoga",2012,F,Hockey,ARG,1
"Rebecca ""Becky"" Adlington",2012,F,Swimming,GBR,2
Renaud Lavillenie,2012,M,Athletics,FRA,1
Przemysaw Miarczyski,2012,M,Sailing,POL,1
"Thomas Watkin ""Tom"" James",2012,M,Rowing,GBR,1
Mark Oldershaw,2012,M,Canoeing,CAN,1
Phillipp Wende,2012,M,Rowing,GER,1
Mark William Knowles,2012,M,Hockey,AUS,1
Philipp Zeller,2012,M,Hockey,GER,1
Mark de Jonge,2012,M,Canoeing,CAN,1
Marko Kopljar,2012,M,Handball,CRO,1
Philip Hindes,2012,M,Cycling,GBR,1
Marlen Esparza Puentes,2012,F,Boxing,USA,1
Marlne Harnois,2012,F,Taekwondo,FRA,1
Phelan Peter Hill,2012,M,Rowing,GBR,1
Maro Jokovi,2012,M,Water Polo,CRO,1
Marta Bach Pascual,2012,F,Water Polo,ESP,1
Peter rsted Lang,2012,M,Sailing,DEN,1
Marta Elisabet Mangu Gonzlez,2012,F,Handball,ESP,1
Mark John Hunter,2012,M,Rowing,GBR,1
Marta Lpez Herrero,2012,F,Handball,ESP,1
Peter William Vanderkaay,2012,M,Swimming,USA,1
Storm Uru,2012,M,Rowing,NZL,1
Peter Thomsen,2012,M,Equestrianism,GER,1
"Martilou ""Marti"" Malloy",2012,F,Judo,USA,1
Martin Hner,2012,M,Hockey,GER,1
Peter Taylor,2012,M,Rowing,NZL,1
Peter Robert Russell Wilson,2012,M,Shooting,GBR,1
Martin Hollstein,2012,M,Canoeing,GER,1
Martin Sauer,2012,M,Rowing,GER,1
Martin Sinkovi,2012,M,Rowing,CRO,1
Peter Kretschmer,2012,M,Canoeing,GER,1
Peter Kennaugh,2012,M,Cycling,GBR,1
Peter Joppich,2012,M,Fencing,GER,1
Martina Cavallero,2012,F,Hockey,ARG,1
Marta Pagnini,2012,F,Rhythmic Gymnastics,ITA,1
Mark James Todd,2012,M,Equestrianism,NZL,1
Mariya Yuryevna Sharapova,2012,F,Tennis,RUS,1
Mariya Yuryevna Kirilenko,2012,F,Tennis,RUS,1
Marianne Vos,2012,F,Cycling,NED,1
Marie-ve Nault,2012,F,Football,CAN,1
Priscah Jeptoo (-Chepsirut),2012,F,Athletics,KEN,1
Prince Abdullah Bin Moteb Al-Saud,2012,M,Equestrianism,KSA,1
Primo Kozmus,2012,M,Athletics,SLO,1
"Mariela Carla ""Maru"" Scarone",2012,F,Hockey,ARG,1
Marija Jovanovi,2012,F,Handball,MNE,1
Marilyn Agliotti,2012,F,Hockey,NED,1
Marina Alabau Neira,2012,F,Sailing,ESP,1
Marina Ivanovna Shkermankova,2012,F,Weightlifting,BLR,1
Marina Ivanovna Volnova,2012,F,Boxing,KAZ,1
Steve Guerdat,2012,M,Equestrianism,SUI,1
Marina Sergeyevna Goncharova,2012,F,Rhythmic Gymnastics,BLR,1
Marina Viktorovna Poltoran-Litvinchuk,2012,F,Canoeing,BLR,1
"Thomas Robert ""Tom"" Daley",2012,M,Diving,GBR,1
Marina Vukevi-Raji,2012,F,Handball,MNE,1
Pimsiri Sirikaew,2012,F,Weightlifting,THA,1
Mariya Vitalivna Riemien,2012,F,Athletics,UKR,1
Mariya Valeryevna Paseka,2012,F,Gymnastics,RUS,2
Mariya Stadnik,2012,F,Wrestling,AZE,1
"Thomas Matthew ""Tom"" Ransley",2012,M,Rowing,GBR,1
Steven James Burke,2012,M,Cycling,GBR,1
Mariya Sergeyevna Savinova (-Farnosova),2012,F,Athletics,RUS,1
Priscilla Gneto,2012,F,Judo,FRA,1
Mariya Igorevna Gromova,2012,F,Synchronized Swimming,RUS,1
Marit Malm Frafjord,2012,F,Handball,NOR,1
Thomas Peter Lurz,2012,M,Swimming,GER,1
Marit Bouwmeester,2012,F,Sailing,NED,1
Thomas Pkemei Longosiwa,2012,M,Athletics,KEN,1
Pietro Figlioli,2012,M,Water Polo,ITA,1
Marion Laborde,2012,F,Basketball,FRA,1
Pierre-Alexis Pessonneaux,2012,M,Athletics,FRA,1
Timo We,2012,M,Hockey,GER,1
Malcolm Howard,2012,M,Rowing,CAN,1
Timofey Pavlovich Mozgov,2012,M,Basketball,RUS,1
Lucas Calabrese,2012,M,Sailing,ARG,1
Roline Virginie Repelaer van Driel,2012,F,Rowing,NED,1
Lucas Rodrigues Moura da Silva,2012,M,Football,BRA,1
Lucas Saatkamp,2012,M,Volleyball,BRA,1
Roland Kkny,2012,M,Canoeing,HUN,1
Rohullah Nikpai,2012,M,Taekwondo,AFG,1
"Luciana Paula ""Lucha"" Aymar",2012,F,Hockey,ARG,1
Tommaso D'Orsogna,2012,M,Swimming,AUS,1
Rohan Dennis,2012,M,Cycling,AUS,1
Lucie Dcosse,2012,F,Judo,FRA,1
Lucie Hradeck,2012,F,Tennis,CZE,1
Rogier Alexander Hofman,2012,M,Hockey,NED,1
Roger Federer,2012,M,Tennis,SUI,1
Lucija Zaninovi,2012,F,Taekwondo,CRO,1
Roman Andreyevich Vlasov,2012,M,Wrestling,RUS,1
Lucinda Whitty,2012,F,Sailing,AUS,1
Stanka Zlateva Khristova,2012,F,Wrestling,BUL,1
Lugueln Miguel Santos Aquino,2012,M,Athletics,DOM,1
Luigi Mastrangelo,2012,M,Volleyball,ITA,1
Luigi Samele,2012,M,Fencing,ITA,1
Luigi Tarantino,2012,M,Fencing,ITA,1
Tomasz Majewski,2012,M,Athletics,POL,1
"Rodolfo ""Rudy"" Fernndez Farrs",2012,M,Basketball,ESP,1
Roderick Camiel Weusthof,2012,M,Hockey,NED,1
Luk Trefil,2012,M,Canoeing,CZE,1
Roco Mara Snchez Moccia,2012,F,Hockey,ARG,1
Robyn Krista Gayle,2012,F,Football,CAN,1
Roberto Cammarelle,2012,M,Boxing,ITA,1
Luka pik,2012,M,Rowing,SLO,1
Tom Slingsby,2012,M,Sailing,AUS,1
"Rodrigo ""Rodrigo"" Santana",2012,M,Volleyball,BRA,1
Luca Tesconi,2012,M,Shooting,ITA,1
Luc Abalo,2012,M,Handball,FRA,1
Roman Ivanovich Petrushenko,2012,M,Canoeing,BLR,1
"Rowena ""Rowie"" Webster",2012,F,Water Polo,AUS,1
Liu Xiaobo,2012,M,Taekwondo,CHN,1
Roser Tarrag Aymerich,2012,F,Water Polo,ESP,1
Rosemarie Whyte,2012,F,Athletics,JAM,1
Livn Lpez Azcuy,2012,M,Wrestling,CUB,1
"Srgio ""Escadinha"" Dutra dos Santos",2012,M,Volleyball,BRA,1
Lobke Berkhout,2012,F,Sailing,NED,1
Logan Maile Lei Tom,2012,F,Volleyball,USA,1
Roseline Filion,2012,F,Diving,CAN,1
Rosario Luchetti,2012,F,Hockey,ARG,1
Lorena Miranda Dorado,2012,F,Water Polo,ESP,1
Louis Antoine Smith,2012,M,Gymnastics,GBR,2
Tonya Lynn Verbeek,2012,F,Wrestling,CAN,1
"Rosannagh ""Rosie"" MacLennan",2012,F,Trampolining,CAN,1
Tony McQuay,2012,M,Athletics,USA,1
Rosalba Forciniti,2012,F,Judo,ITA,1
Tony Martin,2012,M,Cycling,GER,1
Tong Wen,2012,F,Judo,CHN,1
Lu Zhiwu,2012,M,Swimming,CHN,1
Romano Battisti,2012,M,Rowing,ITA,1
Romina Laurito,2012,F,Rhythmic Gymnastics,ITA,1
Lu Ying,2012,F,Swimming,CHN,1
Ronald Pognon,2012,M,Athletics,FRA,1
Lukas Mller,2012,M,Rowing,GER,1
Lu Xiaojun,2012,M,Weightlifting,CHN,1
Tonje Nstvold,2012,F,Handball,NOR,1
Lu Chunlong,2012,M,Trampolining,CHN,1
"Ronell Joshua ""Josh"" Mance",2012,M,Athletics,USA,1
Roniel Iglesias Sotolongo,2012,M,Boxing,CUB,1
"Lszl Cseh, Jr.",2012,M,Swimming,HUN,1
Tony Estanguet,2012,M,Canoeing,FRA,1
Lu Haojie,2012,M,Weightlifting,CHN,1
Robert Scheidt,2012,M,Sailing,BRA,1
Luke Campbell,2012,M,Boxing,GBR,1
Luke Patience,2012,M,Sailing,GBR,1
Richard Thompson,2012,M,Athletics,TTO,1
Mads Reinholdt Rasmussen (-Kirke),2012,M,Rowing,DEN,1
Richard Scott Chambers,2012,M,Rowing,GBR,1
Magdalena Fularczyk-Kozowska,2012,F,Rowing,POL,1
Richard Schmidt,2012,M,Rowing,GER,1
"Richard Phillip ""Ric"" Egington",2012,M,Rowing,GBR,1
Tina Dietze,2012,F,Canoeing,GER,2
Tina Alexandria Charles,2012,F,Basketball,USA,1
Richard Hounslow,2012,M,Canoeing,GBR,1
Richard Gasquet,2012,M,Tennis,FRA,1
"Magdalena Johanna Maria ""Marleen"" Veldhuis",2012,F,Swimming,NED,2
Mahiedine Mekhissi-Benabbad,2012,M,Athletics,FRA,1
"Richard ""Ricky"" Berens",2012,M,Swimming,USA,2
Timothy Kitum,2012,M,Athletics,KEN,1
Mai Yamaguchi,2012,F,Volleyball,JPN,1
Maialen Chourraut Yurramendi,2012,F,Canoeing,ESP,1
"Ricardo ""Ricardinho"" Bermudez Garcia",2012,M,Volleyball,BRA,1
Malcolm George Page,2012,M,Sailing,AUS,1
"Timothy ""Tim"" Baillie",2012,M,Canoeing,GBR,1
"Maksim Nikolayevich ""Max"" Mirnyi",2012,M,Tennis,BLR,1
Natlia Zlio Pereira,2012,F,Volleyball,BRA,1
Timothy Deavin,2012,M,Hockey,AUS,1
Majda Mehmedovi,2012,F,Handball,MNE,1
Richard Weinberger,2012,M,Swimming,CAN,1
Revaz Lashkhi,2012,M,Wrestling,GEO,1
Rhian Emilie Wilkinson,2012,F,Football,CAN,1
Maiya Salakharovna Maneza,2012,F,Weightlifting,KAZ,1
Maiko Kano,2012,F,Volleyball,JPN,1
Stefano Tempesti,2012,M,Water Polo,ITA,1
Maikel Leonardus van der Vleuten,2012,M,Equestrianism,NED,1
Maider Unda Gonzlez de Audicana,2012,F,Wrestling,ESP,1
Maja Savi,2012,F,Handball,MNE,1
Peter Hochschorner,2012,M,Canoeing,SVK,1
Tirunesh Dibaba Keneni,2012,F,Athletics,ETH,2
Riki Nakaya,2012,M,Judo,JPN,1
"Robert Michael ""Rob"" Gibson",2012,M,Rowing,CAN,1
Luo Xi,2012,F,Synchronized Swimming,CHN,1
Luo Xiaojuan,2012,F,Fencing,CHN,1
Luo Yutong,2012,M,Diving,CHN,1
"Robert Karl ""Robbie"" Grabarz",2012,M,Athletics,GBR,1
Steeve Franois Fabien Gunot,2012,M,Wrestling,FRA,1
Lutalo Massop-Muhammad,2012,M,Taekwondo,GBR,1
Robert Harting,2012,M,Athletics,GER,1
Robert Frstemann,2012,M,Cycling,GER,1
"Robert Charles ""Bob"" Bryan",2012,M,Tennis,USA,1
Robert Adriaan van der Horst,2012,M,Hockey,NED,1
"Robert ""Rob"" Williams",2012,M,Rowing,GBR,1
Robelis Despaigne Sanquet,2012,M,Taekwondo,CUB,1
Lyubov Mikhaylovna Volosova,2012,F,Wrestling,RUS,1
Lyubov Viktorovna Cherkashina,2012,F,Rhythmic Gymnastics,BLR,1
Robeisy Eloy Ramrez Carrazana,2012,M,Boxing,CUB,1
Lzaro Jorge lvarez Estrada,2012,M,Boxing,CUB,1
Rim Jong-Sim,2012,F,Weightlifting,PRK,1
Tmara Echegoyen Domnguez,2012,F,Sailing,ESP,1
Risa Shinnabe,2012,F,Volleyball,JPN,1
Macarena Aguilar Daz,2012,F,Handball,ESP,1
Stefan Mitrovi,2012,M,Water Polo,SRB,1
Maartje Yvonne Helene Paumen,2012,F,Hockey,NED,1
Rigoberto Urn Urn,2012,M,Cycling,COL,1
Maartje Goderie,2012,F,Hockey,NED,1
Rishod Rashidovich Sobirov,2012,M,Judo,UZB,1
Rmulo Borges Monteiro,2012,M,Football,BRA,1
Ma Long,2012,M,Table Tennis,CHN,1
Tobin Powell Heath,2012,F,Football,USA,1
Ma Jin,2012,F,Badminton,CHN,1
Robbert Huib Kemperman,2012,M,Hockey,NED,1
Tobias Constantin Hauke,2012,M,Hockey,GER,1
Liu Ou,2012,F,Synchronized Swimming,CHN,2
Peter Charles,2012,M,Equestrianism,GBR,1
Stuart Bithell,2012,M,Sailing,GBR,1
Nstor Vicente Vidrio Serrano,2012,M,Football,MEX,1
Tatsuhiro Yonemitsu,2012,M,Wrestling,JPN,1
Mirko Alilovi,2012,M,Handball,CRO,1
"Miroslava ""Mirka"" Topinkov Knapkov",2012,F,Rowing,CZE,1
Tate Smith,2012,M,Canoeing,AUS,1
Novlene Hilaire Williams-Mills,2012,F,Athletics,JAM,1
Norberto Murara Neto,2012,M,Football,BRA,1
Svetlana Vladimirovna Shkolina,2012,F,Athletics,RUS,1
Misty Erie May-Treanor,2012,F,Beach Volleyball,USA,1
"Mitchell ""Mitch"" Watt",2012,M,Athletics,AUS,1
Nino Schurter,2012,M,Cycling,SUI,1
Mizuho Sakaguchi,2012,F,Football,JPN,1
Mizuki Fujii,2012,F,Badminton,JPN,1
Tariku Bekele Beyecha,2012,M,Athletics,ETH,1
Miriam Welte,2012,F,Cycling,GER,1
"Swintayla Marie ""Swin"" Cash",2012,F,Basketball,USA,1
Nina Gennadyevna Vislova,2012,F,Badminton,RUS,1
Nina Curtis,2012,F,Sailing,AUS,1
Taras Oleksandrovych Shelestiuk,2012,M,Boxing,UKR,1
"Mohamed Karim ""Moe"" Sbihi",2012,M,Rowing,GBR,1
"Mohamed Muktar Jama ""Mo"" Farah",2012,M,Athletics,GBR,2
Nikolay Sergeyevich Apalikov,2012,M,Volleyball,RUS,1
Sydney Rae Leroux (-Dwyer),2012,F,Football,USA,1
Tara Alice Whitten,2012,F,Cycling,CAN,1
Mohammad Bagheri Motamed,2012,M,Taekwondo,IRI,1
Taoufik Makhloufi,2012,M,Athletics,ALG,1
Nikolay Anatolyevich Kovalyov,2012,M,Fencing,RUS,1
Mokgadi Caster Semenya,2012,F,Athletics,RSA,1
Nikola Raen,2012,M,Water Polo,SRB,1
Nikola Karabatic,2012,M,Handball,FRA,1
Taras Yuryevich Khtey,2012,M,Volleyball,RUS,1
Mireia Belmonte Garca,2012,F,Swimming,ESP,2
Mink Alphons van der Weerden,2012,M,Hockey,NED,1
Mingiyan Arturovich Semyonov,2012,M,Wrestling,RUS,1
Oleksandr Oleksandrovych Usik,2012,M,Boxing,UKR,1
Tatyana Yuryevna Kashirina,2012,F,Weightlifting,RUS,1
Katalin Kovcs,2012,F,Canoeing,HUN,2
Mihaela Ciobanu Ciobanu,2012,F,Handball,ESP,1
Ole Bischof,2012,M,Judo,GER,1
Tatyana Viktorovna Lysenko (-Beloborodova),2012,F,Athletics,RUS,1
Miho Bokovi,2012,M,Water Polo,CRO,1
Miho Fukumoto,2012,F,Football,JPN,1
Tatyana Valeryevna Petrova-Arkhipova,2012,F,Athletics,RUS,1
Mijan Lpez Nez,2012,M,Wrestling,CUB,1
Mika Sugimoto,2012,F,Judo,JPN,1
Mikaela Wulff,2012,F,Sailing,FIN,1
Svetlana Alekseyevna Romashina,2012,F,Synchronized Swimming,RUS,2
Tatyana Sergeyevna Chernova,2012,F,Athletics,RUS,1
"Mikhail Surenovich ""Misha"" Aloyan",2012,M,Boxing,RUS,1
Miki Kanie,2012,F,Archery,JPN,1
Oh Jin-Hyek,2012,M,Archery,KOR,2
Nur Tatar,2012,F,Taekwondo,TUR,1
Svetlana Nikolayevna Podobedova,2012,F,Weightlifting,KAZ,1
Nwal-Endn Miyem,2012,F,Basketball,FRA,1
Milica Mandi,2012,F,Taekwondo,SRB,1
Nyambayaryn Tgstsogt,2012,M,Boxing,MGL,1
O Eun-Seok,2012,M,Fencing,KOR,1
Monique Adelinde Cornelissen,2012,F,Equestrianism,NED,2
O Jae-Seok,2012,M,Football,KOR,1
O Sang-Eun,2012,M,Table Tennis,KOR,1
Milena Kneevi-Raievi,2012,F,Handball,MNE,1
Oh Ha-Na,2012,F,Fencing,KOR,1
Milan Aleksi,2012,M,Water Polo,SRB,1
Tatyana Pavlovna Firova,2012,F,Athletics,RUS,1
Mikls Ungvri,2012,M,Judo,HUN,1
Svetlana Kaspolatovna Tsarukayeva,2012,F,Weightlifting,RUS,1
Oleksandr Serhiyovych Hvozdyk,2012,M,Boxing,UKR,1
Moritz Frste,2012,M,Hockey,GER,1
Tang Yi,2012,F,Swimming,CHN,1
"Nicholas David ""Nick"" Skelton",2012,M,Equestrianism,GBR,1
Tamika Devonne Catchings,2012,F,Basketball,USA,1
"Nicholas Charles ""Nick"" Dempsey",2012,M,Sailing,GBR,1
Natalie Dell,2012,F,Rowing,USA,1
Natalie Mastracci,2012,F,Rowing,CAN,1
"Nicholas Brewer ""Nick"" Thoman",2012,M,Swimming,USA,2
Tamari Miyashiro,2012,F,Volleyball,USA,1
Nataliya Aleksandrovna Zabolotnaya,2012,F,Weightlifting,RUS,1
Nataliya Nikolayevna Antyukh,2012,F,Athletics,RUS,2
Niccol Gitto,2012,M,Water Polo,ITA,1
Tagir Kamalutdinovich Khaybulayev,2012,M,Judo,RUS,1
Nataliya Sergeyevna Ishchenko,2012,F,Synchronized Swimming,RUS,2
Niccol Campriani,2012,M,Shooting,ITA,2
Nataliya Valeryevna Leshchik,2012,F,Rhythmic Gymnastics,BLR,1
Natalie Anne Coughlin (-Hall),2012,F,Swimming,USA,1
Nataliya Viktorivna Dovhodko,2012,F,Rowing,UKR,1
Nataliya Vitalyevna Vorobyova,2012,F,Wrestling,RUS,1
Takaharu Furukawa,2012,M,Archery,JPN,1
Neymar da Silva Santos Jnior,2012,M,Football,BRA,1
Takuro Fujii,2012,M,Swimming,JPN,1
Nesta Carter,2012,M,Athletics,JAM,1
Takeshi Matsuda,2012,M,Swimming,JPN,2
Natasa Douchev-Janics,2012,F,Canoeing,HUN,2
